               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.072169,            0.030941,            0.022117,             0.38897,              0.6875,             0.40513,             0.15417,            0.047829,            0.020732,            0.014898,            0.008119,            0.008119,            0.008119
                  21,            0.069882,            0.033088,            0.022605,             0.38897,              0.6875,             0.40513,             0.15417,            0.047829,            0.020732,            0.014898,             0.00802,             0.00802,             0.00802
                  22,            0.070241,             0.03957,            0.023374,             0.44432,              0.6875,             0.57051,             0.18701,            0.046584,            0.020049,            0.014447,            0.007921,            0.007921,            0.007921
                  23,            0.065402,            0.032649,            0.021536,             0.68692,             0.85168,             0.83707,             0.38365,            0.039347,            0.020361,            0.014078,            0.007822,            0.007822,            0.007822
                  24,            0.066377,            0.037498,            0.022277,             0.58159,               0.875,             0.72163,             0.33735,            0.041301,            0.019941,            0.013428,            0.007723,            0.007723,            0.007723
                  25,            0.066019,            0.037356,            0.020507,             0.11918,              0.8125,             0.14883,            0.068466,            0.052043,            0.021015,            0.013944,            0.007624,            0.007624,            0.007624
                  26,            0.070281,            0.035183,            0.022142,             0.56345,             0.67945,             0.56021,             0.20589,            0.044036,            0.017819,             0.01364,            0.007525,            0.007525,            0.007525
                  27,            0.066304,            0.037143,            0.019418,             0.39108,             0.78658,             0.58613,              0.2544,            0.043054,            0.018087,            0.011451,            0.007426,            0.007426,            0.007426
                  28,            0.069151,            0.034093,            0.021295,             0.73298,              0.7748,             0.81682,             0.31942,            0.031923,            0.018573,            0.012577,            0.007327,            0.007327,            0.007327
                  29,             0.06178,            0.035159,            0.019077,             0.73298,              0.7748,             0.81682,             0.31942,            0.031923,            0.018573,            0.012577,            0.007228,            0.007228,            0.007228
                  30,            0.056268,            0.031145,            0.018521,             0.84172,             0.69265,             0.87175,             0.33618,            0.032646,            0.018926,           0.0099499,            0.007129,            0.007129,            0.007129
                  31,            0.058343,            0.031611,            0.016906,             0.76245,             0.71248,             0.74546,              0.4365,            0.030951,            0.018821,           0.0091927,             0.00703,             0.00703,             0.00703
                  32,            0.057181,            0.034819,            0.016407,             0.57624,             0.98735,             0.69351,             0.34618,            0.034315,             0.01859,           0.0078616,            0.006931,            0.006931,            0.006931
                  33,            0.059112,            0.032719,            0.018147,             0.84888,             0.72344,             0.91693,             0.43512,             0.03405,            0.017594,           0.0067694,            0.006832,            0.006832,            0.006832
                  34,            0.061307,            0.033539,             0.01558,             0.81193,             0.87233,             0.86615,             0.28997,            0.034242,            0.017458,           0.0068193,            0.006733,            0.006733,            0.006733
                  35,            0.057595,            0.030142,             0.01407,             0.64573,              0.8125,             0.77388,             0.20834,              0.0438,            0.016317,           0.0061381,            0.006634,            0.006634,            0.006634
                  36,            0.056276,            0.033742,            0.014525,             0.83956,              0.9375,             0.91468,             0.45325,            0.029506,            0.017125,           0.0054301,            0.006535,            0.006535,            0.006535
                  37,            0.057137,            0.030253,            0.014086,             0.83956,              0.9375,             0.91468,             0.45325,            0.029506,            0.017125,           0.0054301,            0.006436,            0.006436,            0.006436
                  38,            0.057173,            0.029407,            0.014701,             0.77771,             0.91074,             0.92055,             0.45684,            0.030681,            0.016935,           0.0051718,            0.006337,            0.006337,            0.006337
                  39,            0.055777,            0.034137,            0.014173,             0.85145,             0.89216,             0.94429,             0.56011,            0.028563,            0.016669,              0.0049,            0.006238,            0.006238,            0.006238
                  40,            0.056253,            0.028896,            0.012782,             0.96009,                0.75,             0.86944,               0.307,            0.036302,            0.016984,           0.0046832,            0.006139,            0.006139,            0.006139
                  41,            0.054775,            0.027648,            0.013273,             0.82702,              0.9375,             0.93105,             0.46835,            0.029855,            0.017353,           0.0044746,             0.00604,             0.00604,             0.00604
                  42,            0.055663,            0.030218,            0.011716,             0.77905,             0.85646,             0.92444,             0.45644,            0.028854,             0.01719,           0.0039866,            0.005941,            0.005941,            0.005941
                  43,            0.051092,            0.029012,            0.012104,             0.79286,             0.83527,             0.82375,              0.3432,            0.032818,            0.017719,           0.0039033,            0.005842,            0.005842,            0.005842
                  44,            0.051551,            0.028382,             0.01098,             0.80298,               0.875,             0.88436,             0.43287,             0.03228,            0.016431,           0.0036807,            0.005743,            0.005743,            0.005743
                  45,            0.052003,            0.031774,             0.01277,             0.80298,               0.875,             0.88436,             0.43287,             0.03228,            0.016431,           0.0036807,            0.005644,            0.005644,            0.005644
                  46,            0.052062,            0.026821,            0.011903,             0.76558,               0.875,             0.87778,             0.46388,            0.029618,            0.016366,           0.0036885,            0.005545,            0.005545,            0.005545
                  47,            0.046994,            0.034583,            0.010739,             0.88351,             0.95447,               0.983,             0.50204,            0.025648,            0.016321,            0.003734,            0.005446,            0.005446,            0.005446
                  48,            0.045355,            0.030016,            0.012472,             0.91103,             0.93055,             0.97444,             0.48287,            0.025678,            0.016029,           0.0035481,            0.005347,            0.005347,            0.005347
                  49,            0.046378,             0.03402,            0.011209,             0.82669,             0.95342,             0.85932,             0.47398,            0.026929,            0.015689,           0.0033797,            0.005248,            0.005248,            0.005248
                  50,            0.049083,            0.030756,            0.010305,             0.81252,              0.9375,             0.96384,             0.47896,            0.029245,            0.015481,           0.0035291,            0.005149,            0.005149,            0.005149
                  51,            0.052273,            0.028117,           0.0099011,             0.96875,             0.94728,               0.995,             0.44138,            0.028034,             0.01531,            0.003941,             0.00505,             0.00505,             0.00505
                  52,            0.048262,            0.030343,            0.007348,              0.8707,             0.91546,                0.97,             0.44221,            0.030944,            0.015287,           0.0041285,            0.004951,            0.004951,            0.004951
                  53,            0.050251,            0.029171,           0.0080606,              0.8707,             0.91546,                0.97,             0.44221,            0.030944,            0.015287,           0.0041285,            0.004852,            0.004852,            0.004852
                  54,            0.045041,            0.027272,           0.0086588,             0.87146,             0.91964,               0.983,             0.49864,            0.028641,            0.014989,           0.0040129,            0.004753,            0.004753,            0.004753
                  55,            0.041755,            0.026124,           0.0078272,             0.98473,              0.9375,               0.983,             0.64502,            0.021374,            0.014645,           0.0036009,            0.004654,            0.004654,            0.004654
                  56,            0.043046,            0.027994,           0.0085089,             0.84927,              0.9375,             0.96071,             0.55091,            0.025346,            0.014691,           0.0035476,            0.004555,            0.004555,            0.004555
                  57,            0.045295,             0.02497,            0.012315,             0.97554,              0.9375,             0.98833,              0.6281,            0.022328,            0.014661,           0.0033206,            0.004456,            0.004456,            0.004456
                  58,             0.04251,            0.023851,           0.0089486,             0.88498,              0.9375,             0.96111,             0.64962,            0.027834,            0.014653,           0.0027332,            0.004357,            0.004357,            0.004357
                  59,            0.044356,            0.026497,           0.0074239,             0.81327,              0.9375,             0.94822,             0.59107,             0.02334,            0.014771,           0.0025371,            0.004258,            0.004258,            0.004258
                  60,            0.047164,            0.025316,           0.0070492,              0.9772,             0.97316,               0.995,             0.58178,            0.025689,            0.014595,            0.002483,            0.004159,            0.004159,            0.004159
                  61,            0.043837,            0.023772,            0.005507,              0.9772,             0.97316,               0.995,             0.58178,            0.025689,            0.014595,            0.002483,             0.00406,             0.00406,             0.00406
                  62,            0.042837,            0.026694,            0.005319,             0.92615,              0.9854,             0.98833,             0.56419,              0.0257,            0.014648,           0.0024218,            0.003961,            0.003961,            0.003961
                  63,            0.040772,            0.027689,           0.0069618,             0.98488,                   1,               0.995,             0.59132,            0.021289,            0.014543,           0.0023593,            0.003862,            0.003862,            0.003862
                  64,            0.043818,            0.025439,           0.0074743,             0.98531,                   1,               0.995,             0.56403,            0.021799,            0.014789,           0.0023517,            0.003763,            0.003763,            0.003763
                  65,            0.041239,            0.029146,           0.0066874,             0.97741,                   1,               0.995,             0.52608,            0.022924,            0.014977,           0.0023219,            0.003664,            0.003664,            0.003664
                  66,            0.042163,            0.026221,           0.0072784,             0.98437,                   1,               0.995,             0.56297,            0.022483,            0.014677,           0.0022559,            0.003565,            0.003565,            0.003565
                  67,            0.041399,            0.025431,           0.0062182,             0.98885,                   1,               0.995,             0.56391,            0.021425,            0.014507,           0.0022147,            0.003466,            0.003466,            0.003466
                  68,            0.039486,            0.029076,            0.007761,             0.98898,                   1,               0.995,             0.58433,             0.02434,            0.014469,           0.0021739,            0.003367,            0.003367,            0.003367
                  69,            0.040449,            0.025032,           0.0070706,             0.98898,                   1,               0.995,             0.58433,             0.02434,            0.014469,           0.0021739,            0.003268,            0.003268,            0.003268
                  70,            0.039194,            0.030871,           0.0058239,             0.99334,                   1,               0.995,             0.55094,             0.02488,            0.014495,           0.0021584,            0.003169,            0.003169,            0.003169
                  71,            0.038793,            0.026098,           0.0047698,             0.98828,                   1,               0.995,             0.67277,            0.018659,            0.014009,             0.00214,             0.00307,             0.00307,             0.00307
                  72,            0.040636,            0.026058,           0.0058324,             0.99205,                   1,               0.995,             0.69559,            0.019011,            0.014002,           0.0021016,            0.002971,            0.002971,            0.002971
                  73,            0.036238,            0.024168,           0.0051239,             0.98915,             0.99514,               0.995,             0.65459,            0.021477,             0.01417,            0.002083,            0.002872,            0.002872,            0.002872
                  74,            0.038177,            0.028651,           0.0049708,             0.99158,                   1,               0.995,             0.64615,            0.020103,            0.014021,            0.002013,            0.002773,            0.002773,            0.002773
                  75,            0.039973,             0.02323,           0.0041032,              0.9894,                   1,               0.995,             0.63405,            0.021681,            0.014189,               0.002,            0.002674,            0.002674,            0.002674
                  76,            0.037494,            0.027262,           0.0053671,             0.93625,                   1,             0.98111,             0.53214,            0.019725,            0.014006,           0.0019437,            0.002575,            0.002575,            0.002575
                  77,            0.040337,            0.028596,           0.0052754,             0.93625,                   1,             0.98111,             0.53214,            0.019725,            0.014006,           0.0019437,            0.002476,            0.002476,            0.002476
                  78,             0.03987,            0.030885,           0.0044115,             0.93526,                   1,             0.98111,             0.49195,             0.02051,            0.014066,           0.0019144,            0.002377,            0.002377,            0.002377
                  79,             0.03868,            0.023704,           0.0050838,             0.92279,                   1,             0.98111,              0.6134,            0.019604,            0.013767,            0.001913,            0.002278,            0.002278,            0.002278
                  80,            0.036347,              0.0258,           0.0050646,             0.98681,                   1,               0.995,             0.68176,            0.019935,            0.013733,           0.0018789,            0.002179,            0.002179,            0.002179
                  81,            0.035144,            0.023778,           0.0042702,             0.99118,                   1,               0.995,             0.64784,            0.019236,            0.013605,           0.0018334,             0.00208,             0.00208,             0.00208
                  82,            0.036165,            0.026385,           0.0054913,             0.98763,                   1,               0.995,             0.61337,            0.021507,            0.014178,           0.0018204,            0.001981,            0.001981,            0.001981
                  83,            0.036408,            0.026242,           0.0055228,             0.98994,                   1,               0.995,             0.64468,            0.018991,            0.013894,           0.0017919,            0.001882,            0.001882,            0.001882
                  84,             0.03815,            0.024802,           0.0048419,             0.98892,                   1,               0.995,               0.679,            0.021485,            0.013988,           0.0017635,            0.001783,            0.001783,            0.001783
                  85,            0.037102,            0.025223,           0.0046562,             0.98892,                   1,               0.995,               0.679,            0.021485,            0.013988,           0.0017635,            0.001684,            0.001684,            0.001684
                  86,            0.035689,            0.026459,           0.0048913,             0.98833,                   1,               0.995,             0.64663,            0.022177,            0.013978,           0.0017398,            0.001585,            0.001585,            0.001585
                  87,            0.034871,            0.025404,           0.0057422,             0.98902,                   1,               0.995,             0.68939,            0.020697,            0.013773,           0.0017142,            0.001486,            0.001486,            0.001486
                  88,            0.035656,            0.024869,           0.0051718,             0.98844,                   1,               0.995,             0.70336,            0.018054,            0.013435,           0.0016953,            0.001387,            0.001387,            0.001387
                  89,            0.033129,            0.025501,           0.0047683,             0.98749,                   1,               0.995,             0.73101,            0.018148,            0.013401,           0.0017013,            0.001288,            0.001288,            0.001288
                  90,            0.034654,            0.026137,           0.0040889,             0.98816,                   1,               0.995,             0.72659,            0.017478,            0.013319,           0.0016881,            0.001189,            0.001189,            0.001189
                  91,            0.032602,            0.021001,           0.0040579,             0.98906,                   1,               0.995,             0.73249,            0.016964,            0.013332,           0.0016757,             0.00109,             0.00109,             0.00109
                  92,            0.032813,            0.022723,           0.0052286,              0.9896,                   1,               0.995,             0.71087,            0.017743,             0.01351,           0.0016532,            0.000991,            0.000991,            0.000991
                  93,            0.034368,            0.027436,           0.0051347,              0.9896,                   1,               0.995,             0.71087,            0.017743,             0.01351,           0.0016532,            0.000892,            0.000892,            0.000892
                  94,             0.03325,            0.024802,           0.0038033,             0.99001,                   1,               0.995,             0.69526,            0.018002,            0.013644,           0.0016554,            0.000793,            0.000793,            0.000793
                  95,            0.033587,            0.024616,           0.0050829,             0.99034,                   1,               0.995,             0.70715,             0.01804,            0.013722,           0.0016318,            0.000694,            0.000694,            0.000694
                  96,            0.032987,            0.026343,           0.0032708,              0.9909,                   1,               0.995,             0.72504,            0.017555,            0.013656,           0.0016117,            0.000595,            0.000595,            0.000595
                  97,            0.035696,            0.025927,            0.004724,             0.99096,                   1,               0.995,             0.72583,            0.017029,            0.013643,           0.0015989,            0.000496,            0.000496,            0.000496
                  98,            0.032954,            0.022902,           0.0041302,             0.99083,                   1,               0.995,              0.7259,            0.017121,            0.013603,           0.0015903,            0.000397,            0.000397,            0.000397
                  99,            0.031389,            0.023988,           0.0046304,             0.99048,                   1,               0.995,             0.72728,            0.017209,            0.013587,           0.0015743,            0.000298,            0.000298,            0.000298
